-1.882897977180738799e-02,6.764306231034636352e-02,3.481757831600636177e-02,1.480663448902150119e-02,-5.162461498834288592e-02,-5.162823492635174039e-02,-6.632267343846623420e-02,5.495560157056391531e-02,1.517530937577267307e-02,3.122746747721749302e-02,-7.195052933465476142e-02,7.052392382044898878e-02,4.989288768177489730e-02,-4.317205640892635143e-02,-4.775160952896941036e-02,-4.751455226203057935e-02,-2.937926302516477226e-02,3.715437525868717748e-03,-1.021367034294685776e-02,-3.133226542253317315e-02,1.678684749895053771e-02,-5.410464877721891941e-02,-3.119486621727933853e-02
-2.005637281214502424e-02,-6.593003045700882372e-03,4.279911920163567696e-02,-4.507286495675740662e-02,2.136300070512991110e-03,1.386954962604089459e-02,-6.806858037763430236e-02,1.614029777814462996e-02,-4.944763659422678204e-02,-6.527692105412018220e-02,6.736860120660347062e-02,6.988191006812628780e-02,4.628417766711565018e-02,-2.932350448705133006e-02,-6.038124344938112370e-02,2.764963506761085668e-02,-8.981895044194956879e-03,-5.672438364552574025e-02,-7.238478238474983697e-04,-6.987882530174523155e-02,6.143067807909708550e-02,-3.620222500834725105e-02,2.439129366658676287e-02
-2.825834288217265663e-02,3.011802349449766054e-03,7.010264132324944830e-03,-4.729694486850174323e-02,7.047511424447652773e-02,4.129184818311756877e-02,6.595986385779312178e-02,5.925556541468332550e-02,1.469279823764237450e-02,6.331475340577420730e-02,-6.175891674394901748e-02,-4.562679703823677851e-02,-6.825214641687446515e-02,-2.621436939514941097e-02,-1.670727758803915858e-02,-3.431586588461374432e-02,4.933682268139066851e-02,-2.149841598194760298e-02,-3.287728035370182655e-02,6.407814822843595735e-03,-5.388998014648700707e-02,4.535362847025508487e-02,-6.385130649323639274e-02
7.307183934962367677e-02,4.085840993130390730e-02,-4.521665639914073526e-02,-7.421108619542240992e-02,4.734435263759745327e-02,3.104508554585623872e-02,3.436932424156051435e-02,4.071216889028171637e-02,-6.392724560638064768e-02,-2.124141924712290991e-02,-5.765025155035090332e-02,5.449444872793731548e-02,1.850454435799554417e-02,-2.537877160546957514e-02,-6.550102645196032025e-02,-2.836771411093412520e-02,-2.623643242040284151e-02,3.445922351982494414e-02,2.064458233032394341e-02,5.811276744703373215e-02,-4.169975352099342114e-03,-5.709117673714833585e-02,3.200371105230186836e-02
3.913853863151169066e-02,9.196462669252527394e-03,4.066666972193973273e-02,-9.311549594797220285e-04,3.411735932291820941e-03,-1.087462132976801422e-02,-7.122494920707377053e-02,-5.884753214864750503e-02,-7.032296143840496838e-02,2.047243191012421484e-02,-2.786139636796067937e-02,1.286286652657204306e-03,6.116744908983950263e-02,-3.762614393239855498e-02,-1.344970291592819701e-02,3.835303504261493301e-02,-4.070188660407434572e-02,-6.348672298845349504e-02,-3.155403626855206312e-02,-5.084380338008311767e-02,6.448888943317274136e-02,4.624261031334522820e-02,2.002119410396935306e-02
5.574868933726176423e-02,4.557501043891240555e-02,-4.703946765208254222e-02,5.891513186447307204e-02,5.904471376838755191e-03,4.614052244783082429e-02,5.944525856018285231e-02,-2.731398162353489145e-02,-5.852328535359241357e-02,-4.083140581717466244e-02,-1.093964031265683146e-02,4.772755672712354624e-02,5.413833324887683957e-02,-7.399647022992396350e-02,1.612951813562469618e-03,-1.239493084800210448e-02,-4.170597299565419885e-02,-5.705048692282335687e-02,-2.437066434942355628e-02,6.647175000556505842e-02,-2.653364873386119052e-02,2.820090641366643312e-03,3.046902193124178052e-02
-2.046642667507121011e-02,7.080490759788496402e-02,6.940394556406770388e-02,-3.725243550344647242e-02,-4.129433761497902774e-04,-2.988412106039462987e-02,-3.229107139157825351e-02,-6.950386227221573565e-02,1.644338101762705950e-02,4.020669693052281190e-04,-6.731392890182248678e-02,-3.322066950020594045e-02,6.127241663040215724e-02,-3.908647009216656421e-02,-5.329406666761275085e-02,-1.582926442761056242e-03,7.288626844379356151e-02,-3.871226427391051550e-02,2.583404918239189454e-02,3.926379014291689340e-02,-3.937527543995254092e-02,3.425063830867586256e-02,-1.984306613914393197e-02
1.985641772534320337e-02,2.004009727853406364e-02,5.369053410523388220e-03,-6.148918332357213024e-02,5.032209379510936553e-02,-2.689727186371464879e-02,-4.704720403278579016e-02,-6.892032330125226480e-02,1.364118452024744819e-02,2.664880395713603925e-02,-7.255034762458435760e-02,1.814922411885786608e-03,-4.104742862012207560e-02,2.178748703508476617e-02,-4.887098461241865671e-02,2.865587608864404029e-02,-1.699872384522114338e-02,6.554430028242354267e-02,-5.440074347014038636e-02,-2.385271238614837183e-02,-5.800977318776844721e-02,6.373788556402310013e-02,5.663097228087886348e-02
-3.632804489749942578e-02,2.401035565245417808e-02,4.760860871125859733e-02,8.284520561031764527e-03,4.449949537321870076e-03,-3.874272754060893720e-02,-6.106700949976209131e-02,5.961401687003827637e-02,6.009461693513061531e-02,1.997582512889030729e-02,-2.415835867499469339e-02,-2.263057993771063967e-02,3.391135770004913286e-02,5.959818376304158727e-02,5.809380963434718909e-02,4.200363449384605236e-02,2.131606508651126553e-02,-6.241214414578397790e-02,-5.078265688711783299e-02,5.981488811244359965e-02,1.597284002704295672e-02,-7.365955317469730090e-02,-5.981102635300350467e-02
2.453829443250341372e-02,-7.428020288582921904e-02,-5.090582168533789448e-02,7.313951884511900314e-03,2.879957132485090263e-02,2.280629835597996688e-02,-4.138157590247692336e-02,3.184379125857801640e-02,-3.943357486946478391e-02,-2.620395875802644312e-02,3.699335308029731012e-02,2.245685874617674160e-02,5.241134035538044106e-02,2.365449364078911140e-02,1.025173385011588466e-02,-6.098116391511462092e-02,-1.985317095345700764e-02,-3.523835531145104449e-02,-3.842195434828923201e-02,7.098927629661598571e-02,-1.604386008751959233e-02,5.883822453215713927e-02,1.968124402414331633e-02
4.424518834138214257e-02,3.957741094432015131e-04,1.154171098122934620e-02,-1.122942174316887351e-03,-4.573783719024704375e-02,3.338554396810533564e-02,-3.290161536180818969e-02,-7.139051116218604609e-02,2.183243672662173868e-02,-4.845912836933605888e-02,6.610388674774854423e-02,6.812545903680979065e-02,6.226271808754869214e-02,-1.948654170540015454e-02,-7.272011962805263741e-02,6.428191607356989468e-02,-1.077810058645971292e-02,7.003540946686902247e-02,6.957994133438431816e-02,5.297954880225812929e-02,-3.084904606744881886e-02,-1.724449699786432047e-02,5.269848197199317880e-02
-2.747628827562488552e-02,-4.960242533238171103e-02,8.524715725979415890e-03,6.545797225855190526e-02,2.942009064853148143e-02,1.051475852106749029e-02,-6.045562597951874978e-02,1.726024865666636945e-02,7.354712873897475967e-02,-5.401607856153431420e-02,2.750908500871037179e-03,5.663603274987567826e-02,3.613447894043884945e-02,2.956806086412874443e-02,3.038874807212487220e-02,-2.108752413231147760e-02,-3.097767153430959486e-02,4.642882557493509255e-02,4.654172139918420076e-02,5.509009890521412989e-02,6.201901303819887246e-02,1.702263677872766900e-03,2.275650329896725923e-04
